Date,Event Title
2011-01-08,"Jared Lee Loughner opened fire at a public meeting held by U.S. representative Gabby Giffords in Tucson, Arizona, killing six people and injuring twelve others."
2011-01-09,"In poor weather conditions, Iran Air Flight 277 (plane pictured) crashed near Urmia Airport, Iran, killing 78 of the 105 people on board."
2011-01-14,Tunisian president Zine el Abidine Ben Ali fled the country after several violent protests.
2011-01-21,Demonstrations in Tirana against alleged corruption in the Albanian government led to the killings of four protesters by the Republican Guard.
2011-01-25,"The Egyptian revolution began with protests (protester pictured) on the ""Day of Anger"", eventually leading to the removal of President Hosni Mubarak after nearly 30 years of rule."
2011-01-27,"Astronomers documented H1504+65, a white dwarf in Ursa Minor with the hottest surface temperature known at the time, at 200,000 kelvins (360,000 °F)."
2011-01-27,"Arab Spring: The Yemeni Revolution began as more than 16,000 protesters demonstrated in Sanaa to demand governmental changes."
2011-02-17,"Arab Spring: Bahraini security forces killed four protesters in a pre-dawn raid at the Pearl Roundabout in Manama, while the ""Day of Rage"" took place in Libya with nationwide protests against Muammar Gaddafi's government."
2011-02-19,"Items from the Belitung shipwreck, the largest single collection of Tang-dynasty artefacts found in one location, were first exhibited in Singapore."
2011-02-22,"An earthquake registering 6.3 ML struck Christchurch, New Zealand, killing 185 people and causing around NZ$40 billion in damage."
2011-02-22,Bahraini uprising: Tens of thousands of people marched in protest in Manama against the deaths of seven people killed by police and army forces during previous protests.
2011-03-11,A massive earthquake and tsunami struck northeastern Japan and triggered a nuclear accident at the Fukushima Daiichi Nuclear Power Plant.
2011-03-17,"First Libyan Civil War: The United Nations Security Council adopted Resolution 1973, authorizing military intervention in Libya to protect civilians."
2011-03-19,"First Libyan Civil War: The French Air Force launched Opération Harmattan, beginning foreign military intervention in Libya."
2011-04-11,"A bomb exploded at the central Oktyabrskaya station of the Minsk Metro in Belarus, killing 15 people and injuring more than 200."
2011-04-24,Secret documents relating to detainees at the United States' Guantanamo Bay detention camp were released on WikiLeaks and several independent news organizations.
2011-04-29,"Watched by a worldwide television audience of tens of millions, Prince William and Catherine Middleton were married at Westminster Abbey in London."
2011-05-02,"Osama bin Laden was killed by U.S. Navy SEAL Team Six in his private residential compound in Abbottabad, Pakistan."
2011-05-02,The Conservative Party of Canada won enough seats in the federal election to establish their first majority government.
2011-05-11,"An earthquake registering Mw 5.1, the worst to hit the region for more than 50 years, struck near Lorca, Spain."
2011-05-25,"The final episode of The Oprah Winfrey Show, the highest-rated daytime talk show in U.S. television history, was broadcast."
2011-05-29,"Residents of Portland, Oregon, held a rally called Hands Across Hawthorne in response to an attack against a gay couple holding hands while crossing the Hawthorne Bridge (pictured)."
2011-06-13,"A 6.0 Mw earthquake caused up to NZ$6 billion of additional damage to Christchurch, New Zealand, which was still recovering from an earthquake four months earlier."
2011-07-10,"The Russian river cruise liner Bulgaria was caught in a storm in Tatarstan on the Volga River and sank in several minutes, resulting in 122 deaths."
2011-07-10,"The last edition of the British tabloid News of the World was published, closing due to allegations that it hacked the voicemails of murdered schoolgirl Milly Dowler, victims of the 7/7 attacks and relatives of deceased British soldiers."
2011-07-11,"An explosion at the Evangelos Florakis Naval Base killed 13 people, including the head of the Cyprus Navy."
2011-08-05,NASA launched the Juno probe to Jupiter as part of the New Frontiers program.
2011-08-06,A series of riots broke out in several London boroughs and in cities and towns across England in response to the shooting of Mark Duggan by Metropolitan Police officers.
2011-08-23,"A 5.8 MW earthquake struck the Piedmont region of Virginia, and was felt by more people than any other quake in U.S. history."
2011-08-25,"Mexican drug war: Fifty-two people were killed in an arson attack at a casino in Monterrey, Mexico."
2011-09-02,"Bad weather caused a Chilean Air Force aircraft to crash into the Pacific Ocean, killing all 21 people on board."
2011-09-07,"Yak-Service Flight 9633, carrying the players and coaching staff of the ice hockey team Lokomotiv Yaroslavl, crashed on take-off near Yaroslavl, Russia, resulting in the deaths of 44 of the 45 people on board."
2011-09-17,"Adbusters, a Canadian anti-consumerist publication, organized a protest against corporate influence on democracy at Zuccotti Park in New York City that became known as Occupy Wall Street."
2011-09-19,Mariano Rivera surpassed Trevor Hoffman to become Major League Baseball's all-time career leader in saves.
2011-09-20,"The United States military ended its ""don't ask, don't tell"" policy, consequently allowing gay and lesbian people to serve openly."
2011-10-05,Two Chinese cargo ships were attacked and their crews murdered on a stretch of the Mekong River in far northern Thailand.
2011-10-13,"The Dragon King of Bhutan, Jigme Khesar Namgyel Wangchuck (pictured) married Jetsun Pema at the Punakha Dzong."
2011-10-15,"Global demonstrations against economic inequality, corporate influence on government, and other issues, were held in more than 950 cities in 82 countries."
2011-10-20,"First Libyan Civil War: Muammar Gaddafi, the deposed Libyan leader, was captured by rebel forces during the Battle of Sirte, and was killed shortly thereafter."
2011-10-27,Michael D. Higgins was elected President of Ireland with far more votes than any politician in the country's history.
2011-11-12,"An explosion in the Shahid Modarres missile base led to the deaths of 17 members of the Revolutionary Guards, including Hassan Tehrani Moghaddam, a key figure in Iran's missile program."
2011-11-18,The sandbox video game Minecraft exited beta with the official release of version 1.0.
2011-11-23,"Arab Spring: After months of protests in Yemen, President Ali Abdullah Saleh agreed to transfer power to Vice President Abdrabbuh Mansur Hadi."
2011-11-26,"NASA launched the Mars Science Laboratory mission from Cape Canaveral, carrying the Curiosity rover onboard."
2011-11-26,"In a friendly-fire incident, a skirmish occurred between U.S.-led NATO forces and Pakistani security forces at two military checkposts along the Afghanistan–Pakistan border."
2011-12-07,"The United States transferred its last base in the Al Anbar Governorate to the Iraqi government, ending the Anbar campaign."
2011-12-13,"A man threw grenades and fired a rifle at crowds in Liège, Belgium, causing 6 deaths and injuring more than 120 others, before killing himself."
2011-12-28,"Kurdish–Turkish conflict: Acting on information that Kurdish militants were crossing the border from Iraqi territory, two Turkish F-16 jets fired at a group of villagers, killing 34 people."
2012-01-07,"A hot air balloon flight from Carterton, New Zealand, collided with a power line while landing, causing it to crash and killing all eleven people on board."
2012-01-13,"The Italian cruise ship Costa Concordia ran aground on a reef and capsized off Isola del Giglio, Tuscany."
2012-01-19,The Hong Kong–based file-sharing website Megaupload was shut down by the FBI.
2012-01-22,"Croatia held a referendum, in which it voted to become a member of the European Union."
2012-02-01,"Following an Egyptian Premier League match in Port Said, Al Masry fans rioted and violently attacked Al Ahly supporters, resulting in 74 deaths."
2012-02-02,"The passenger ferry MV Rabaul Queen capsized and sank in rough conditions in the Solomon Sea, resulting in at least 88 deaths."
2012-02-13,The first Vega rocket was launched by the European Space Agency from the Guiana Space Centre.
2012-02-19,"Mexican drug war: Forty-four inmates died in a prison riot in Apodaca, Mexico, between members of Los Zetas and the Gulf Cartel."
2012-02-22,"A train failed to apply its brakes and crashed through a buffer stop at Once railway station in Buenos Aires, resulting in 51 deaths and more than 700 injuries."
2012-02-26,"African-American teenager Trayvon Martin was killed by neighborhood-watch coordinator George Zimmerman in Sanford, Florida, prompting a nationwide controversy."
2012-02-29,"Construction of Tokyo Skytree, the world's tallest tower and third-tallest structure, was completed."
2012-03-03,"Two passenger trains collided near Szczekociny, Poland, resulting in 16 deaths and 58 injuries."
2012-03-04,"A series of blasts occurred at an arms dump in Brazzaville, Republic of the Congo, killing at least 300 people and injuring 2,500 others."
2012-03-11,"U.S. Army soldier Robert Bales murdered sixteen civilians and wounded six others in Kandahar Province, Afghanistan."
2012-04-02,"A gunman shot at people inside Oikos University, a Korean Christian college in Oakland, California, leaving seven people dead and three injured."
2012-04-06,The National Movement for the Liberation of Azawad unilaterally declared the region of Azawad independent from Mali.
2012-04-12,"The Guinea-Bissau military seized control in a coup amid a presidential election, later handing power to a transitional administration under Manuel Serifo Nhamadjo."
2012-04-26,The International Hydrographic Organization abandoned South Korean-led 'attempts to rename the Sea of Japan.
2012-04-27,"Unknown perpetrators carried out a series of four bombings in Dnipropetrovsk, Ukraine."
2012-05-09,"The pilots of a Sukhoi Superjet, ignoring alerts from the terrain warning system, crashed the aircraft into Mount Salak in Indonesia, resulting in the deaths of all 45 people on board."
2012-05-20,"The first of two major earthquakes struck Northern Italy, resulting in seven deaths."
2012-05-25,"In a test flight, SpaceX's Dragon became the first commercial spacecraft to rendezvous and berth with the International Space Station."
2012-06-11,"Two earthquakes struck northern Afghanistan, triggering a massive landslide that buried a village and killed 75 people."
2012-06-15,American acrobat Nik Wallenda became the first person to walk a tightrope stretched directly over Niagara Falls.
2012-06-16,"Liu Yang (pictured), a member of the Shenzhou 9 crew, became the first Chinese woman in space."
2012-06-18,Salman bin Abdulaziz Al Saud was appointed the crown prince of Saudi Arabia.
2012-06-19,"Facing allegations of sexual assault in Sweden, Julian Assange (pictured), the founder of WikiLeaks, requested asylum at the Ecuadorian embassy in London."
2012-07-05,"The Shard (pictured) in London was inaugurated as the tallest building in Europe, with a height of 310 m (1,020 ft), but was surpassed by Moscow's Mercury City Tower four months later."
2012-07-15,"South Korean rapper Psy (pictured) released his hit single ""Gangnam Style""."
2012-07-18,"A suicide bomber attacked an Israeli tour bus at Burgas Airport, Bulgaria, resulting in the military branch of Hezbollah being designated a terrorist organization by the European Union."
2012-07-20,"A gunman carried out a mass shooting at a movie theater in Aurora, Colorado, killing 12 people and injuring 58 others."
2012-07-26,The New Irish Republican Army was formed from a merger of a number of dissident republican militant groups.
2012-07-30,"A train fire killed 32 passengers and injures 27 on the Tamil Nadu Express in Andhra Pradesh, India."
2012-08-05,"Radio Network House (pictured), damaged in the 2011 Christchurch earthquake, becomes the first building to be demolished by implosion in New Zealand."
2012-08-05,"An American white supremacist carried out a mass shooting at a Sikh temple in Oak Creek, Wisconsin, killing six people and wounding four others."
2012-08-11,"At least 306 people were killed and 3,000 others injured in a pair of earthquakes near Tabriz, Iran."
2012-08-22,A series of ethnic clashes between the Orma and the Pokomo in Kenya's Tana River District resulted in at least 52 deaths.
2012-08-25,The NASA space probe Voyager 1 became the first man-made object to enter interstellar space.
2012-09-11,"The American consulate and CIA annex in Libya were attacked by a heavily armed group, resulting in the deaths of U.S. ambassador J. Christopher Stevens and three others."
2012-09-28,War in Somalia: Somali National Army forces and their AMISOM and Raskamboni allies launched an offensive against Al-Shabaab in the latter's last major stronghold of Kismayo.
2012-10-01,"A ferry collision off Lamma Island, Hong Kong, killed 39 people and injured 92 others."
2012-10-09,Pakistani activist Malala Yousafzai (pictured) was severely injured by a Taliban gunman in a failed assassination attempt.
2012-10-29,"Hurricane Sandy, the largest Atlantic hurricane on record, made landfall in New Jersey and caused nearly $75 billion in damages, becoming the second-most destructive storm in U.S. history."
2012-11-06,Tammy Baldwin (pictured) became the first openly gay politician to be elected to the United States Senate.
2012-11-15,"Xi Jinping replaced Hu Jintao as General Secretary of the Chinese Communist Party, succeeding as the paramount leader of China."
2012-11-17,"In Manfalut, Egypt, a school bus was hit by a train, killing at least 50 children."
2012-11-21,"A remote-controlled bomb exploded on a bus in Tel Aviv, Israel, injuring at least 28 people on board."
2012-11-23,"""Il Canto degli Italiani"" officially became the national anthem of Italy, 66 years after it was provisionally chosen following the birth of the Italian Republic."
2012-11-24,"A fire at a clothing factory in the Ashulia district on the outskirts of Dhaka, Bangladesh, killed at least 117 people."
2012-11-29,"In resolution 67/19, the United Nations General Assembly voted to accord the status of a non-member observer state to Palestine."
2012-12-04,"""Il Canto degli Italiani"" officially became the national anthem of Italy, 66 years after it was provisionally chosen following the birth of the Italian Republic."
2012-12-12,"North Korea made its first successful satellite launch, as Kwangmyŏngsŏng-3 Unit 2 reached orbit."
2012-12-14,"A 20-year-old gunman shot twenty children and six adult staff members in a mass shooting at Sandy Hook Elementary School in Newtown, Connecticut."
2012-12-14,"A 20-year-old gunman shot twenty children and six adult staff members in a mass shooting at Sandy Hook Elementary School in Newtown, Connecticut."
2012-12-16,"A woman was gang-raped and fatally assaulted on a bus in Delhi, generating protests across India against inadequate security for women."
2012-12-21,"Countries that were part of the Maya civilization celebrated the end-date of a 5,126-year-long cycle in the Mesoamerican Long Count calendar."
2013-01-11,"French special forces failed in an attempted rescue of a DGSE agent, who had been taken hostage in 2009 by al-Shabaab, in Bulo Marer, Somalia."
2013-01-29,"Twenty-one people died when SCAT Airlines Flight 760 crashed near Almaty, Kazakhstan."
2013-01-30,"The Korea Aerospace Research Institute launched Naro-1, South Korea's first carrier rocket and their first launch vehicle to achieve Earth orbit."
2013-02-15,"A meteor exploded (video featured) over Chelyabinsk Oblast, Russia, producing a shock wave that injured about 1,500 people."
2013-02-16,"At least 91 people were killed and 190 others injured after a bomb hidden in a water tank exploded at a market in Hazara Town, Pakistan."
2013-02-18,"Eight gunmen stole US$50,000,000 worth of diamonds from a Swiss-bound aircraft at Brussels Airport."
2013-02-26,"A hot air balloon crashed near Luxor, Egypt, killing 19 people in the deadliest ballooning disaster in history."
2013-02-28,Benedict XVI became the first pope in nearly 600 years to resign from the papacy.
2013-03-13,"Cardinal Jorge Mario Bergoglio was elected as Pope Francis, making him the first Jesuit pope, the first from the Americas, and the first from the Southern Hemisphere."
2013-04-03,"The northeastern section of Buenos Aires Province, Argentina, experienced several flash floods that killed at least 100 people."
2013-04-04,"A building collapsed on tribal land in Thane in Maharashtra, India, causing 74 deaths."
2013-04-12,"Four Chadian soldiers were killed in a suicide bombing by jihadist rebels in Kidal, Mali."
2013-04-15,"Dzhokhar and Tamerlan Tsarnaev set off two pressure cooker bombs during the running of the Boston Marathon, killing three people and injuring 264 others."
2013-04-22,The Royal Canadian Mounted Police arrested two men who were plotting to commit terrorist attacks against Via Rail operations.
2013-04-24,"A building in the Savar Upazila of Dhaka, Bangladesh, collapsed, killing 1,134 people, making it the deadliest accidental structural failure in modern history."
2013-05-06,"Amanda Berry escaped from the Cleveland, Ohio, home of her captor, Ariel Castro, having been held there with two other women for ten years."
2013-05-10,"One World Trade Center (pictured) in New York City, the tallest building in the Western Hemisphere, was topped out at a height of 1,776 feet (541 m)."
2013-05-11,"Two car bombs by unknown perpetrators exploded in Reyhanlı, Turkey, resulting in 52 killed and 140 injured."
2013-05-20,"A tornado struck Moore, Oklahoma, United States, killing 24 people and causing an estimated $2 billion of damage."
2013-05-25,"Naxalite insurgents of the Communist Party of India (Maoist) attacked a convoy of Indian National Congress leaders in the state of Chhattisgarh, causing at least 27 deaths."
2013-06-13,Some of the closest advisors and collaborators of Czech prime minister Petr Nečas were arrested for corruption.
2013-06-25,"In response to a Freedom of Information Act request, the CIA acknowledged the existence of Area 51, a secretive U.S. Air Force facility in Nevada and a subject of various UFO, and other, conspiracy theories."
2013-06-26,The U.S. Supreme Court granted federal recognition to same-sex marriage when it overturned the Defense of Marriage Act.
2013-07-02,"The International Astronomical Union announced that the fourth and fifth moons of Pluto to be discovered would be named Kerberos and Styx, respectively."
2013-07-02,A Mw 6.1 strike-slip earthquake killed at least 35 people and injured 276 others in the Indonesian province of Aceh on the northern end of Sumatra.
2013-07-03,"General Abdel Fattah el-Sisi led a coalition to depose President Mohamed Morsi in a coup d'état in Cairo, suspending the Egyptian Constitution of 2012."
2013-07-06,"In the first fatal accident involving a Boeing 777 airliner, Asiana Airlines Flight 214 crashed on final approach to San Francisco International Airport, resulting in three deaths."
2013-07-06,"Gunmen attacked a secondary school in Mamudo, Yobe State, Nigeria, killing 42 people, mostly students."
2013-07-13,"Typhoon Soulik made landfall in East China and Taiwan, killing at least 20 people."
2013-07-16,At least 23 students died and dozens more fell ill at a primary school in the Indian state of Bihar after consuming a Midday Meal that was contaminated with pesticide.
2013-07-19,"The NASA spacecraft Cassini took a photograph of Saturn with Earth in the distance (detail pictured), for which people were invited to ""wave at Saturn""."
2013-07-21,"Nour Ahmad Nikbakht, an Iranian diplomat in Yemen, was kidnapped by al-Qaeda militants and held hostage for the next two years."
2013-08-06,"A gas leak caused an explosion that collapsed a building and led to the deaths of 22 people in Rosario, Argentina."
2013-08-14,"Security forces raided two camps of supporters of the ousted Egyptian president Mohamed Morsi in Cairo, leading to the deaths of at least 595 civilians."
2013-08-21,"Syrian civil war: Areas controlled by the Syrian opposition in Ghouta, Damascus, were attacked by rockets (launcher pictured) containing sarin, killing at least 281 people."
2013-09-15,The Belarusian serial killer Ivan Kulesh murdered two saleswomen in Lida.
2013-09-16,"A lone gunman fatally shot twelve people and injured three others at the headquarters of the Naval Sea Systems Command in Washington, D.C."
2013-09-21,"Unidentified gunmen began a three-day attack on the upmarket Westgate shopping mall in Nairobi, Kenya, resulting in the deaths of 67 people with at least another 175 wounded."
2013-09-22,"Insurgency in Khyber Pakhtunkhwa: All Saints Church in Peshawar, Pakistan, was attacked by two suicide bombers who killed 127 people."
2013-10-03,"A boat carrying migrants from Libya to Italy sank off the Italian island of Lampedusa, resulting in more than 360 deaths."
2013-10-12,"Twelve people were killed in an apartment-building collapse in Medellín, leading to new construction laws being passed in Colombia."
2013-10-13,"During the Hindu festival of Navaratri at a temple in Madhya Pradesh, India, rumours about an impending bridge collapse caused a stampede that resulted in 115 deaths."
2013-10-15,"A 7.2-magnitude earthquake struck Bohol in the Philippines, resulting in 222 deaths."
2013-10-16,"In Laos's deadliest air accident, Lao Airlines Flight 301 crashed into the Mekong River, resulting in the deaths of all 49 people aboard."
2013-10-19,British YouTube collective the Sidemen were formed as a Rockstar Games Social Club group in  Grand Theft Auto Online.
2013-10-28,"The first terrorist attack in Beijing's recent history took place when members of the Turkistan Islamic Party drove a vehicle into a crowd, killing five people and injuring thirty-eight others."
2013-10-29,The first phase of the Marmaray project opened with an undersea rail tunnel (train pictured) across the Bosphorus strait.
2013-11-05,"The Indian Space Research Organisation launched the Mars Orbiter Mission, India's first interplanetary probe."
2013-11-17,An outbreak of 77 confirmed tornadoes occurred in seven U.S. states; it became the largest November tornado outbreak in Illinois and Indiana.
2013-11-17,"Tatarstan Airlines Flight 363 crashed during an aborted landing at Kazan International Airport, Russia, killing all fifty people on board and leading to the revocation of the airline's operating certificate."
2013-11-19,"A double suicide bombing at the Iranian embassy in Beirut, Lebanon, killed 23 people and injured at least 160 others."
2013-11-22,Norwegian chess grandmaster Magnus Carlsen (pictured) defeated India's Viswanathan Anand to become world chess champion.
2013-11-25,English-Irish boy band One Direction released their third studio album Midnight Memories which debuted at number one on the Billboard 200 and became the best-selling album of 2013.
2013-12-08,"After a fatal car accident in the Little India region of Singapore, angry mobs of passers-by attacked the bus involved and emergency vehicles, the first riot in the country in over 40 years."
2013-12-13,Beyoncé (pictured) released her fifth studio album without any prior announcement or promotion; it sold 2.3 million copies before the end of the year.
2013-12-15,The South Sudanese Civil War began when three opposition leaders voted to boycott the meeting of the National Liberation Council in Juba.
2013-12-19,The European Space Agency's spacecraft Gaia was launched with the goal of constructing the largest and most precise star catalogue ever made.
2013-12-30,"Supporters of Congolese religious leader Paul-Joseph Mukungubila carried out a series of attacks on television studios, the airport and a military base in Kinshasa."
2014-01-06,"The first episode of the documentary series Benefits Street aired on Channel 4, prompting discussion in the United Kingdom about welfare dependency."
2014-02-03,"Russia's first school shooting took place when a student opened fire at School No. 263 in Moscow, resulting in the deaths of a teacher and a police officer."
2014-02-07,"Researchers announced the discovery of the Happisburgh footprints (pictured) in Norfolk, England, the oldest known hominid footprints outside Africa at more than 800,000 years old."
2014-02-07,An inquiry report of the United Nations Human Rights Council found systematic and wide-ranging violations of human rights in North Korea.
2014-02-18,"A series of violent events (pictured) involving protesters, riot police, and unknown shooters began in Kyiv that culminated in the ousting of Ukrainian president Viktor Yanukovych five days later."
2014-02-26,"Former editor-in-chief of Hong Kong newspaper Ming Pao Kevin Lau was stabbed, prompting concerns and protests about media freedom."
2014-03-12,"A gas leak caused an explosion in East Harlem, New York City, destroying two apartment buildings and causing eight deaths."
2014-03-20,Taliban militants killed nine civilians in a mass shooting at the Kabul Serena Hotel in Afghanistan.
2014-03-22,"A massive landslide in Oso, Washington, killed 43 people after engulfing a rural neighborhood, the largest death toll for a standalone landslide in U.S. history."
2014-03-29,The first same-sex marriages in England and Wales took place following the passage of the Marriage (Same Sex Couples) Act 2013.
2014-04-12,"A fire broke out in the hills near Valparaíso, Chile, eventually destroying at least 2,500 homes and leaving approximately 11,000 people homeless."
2014-04-21,"The city of Flint, Michigan, U.S., changed its water source to the Flint River, which exposed residents to lead poisoning."
2014-05-02,Russo-Ukrainian War: Forty-eight people were killed during a confrontation between pro-Russian protesters and pro-Ukrainian unity protesters in the southern Ukrainian port city of Odesa.
2014-05-02,"Two mudslides in Badakhshan Province, Afghanistan, killed at least 350 people."
2014-05-16,"At least 12 people were killed and 70 others injured when two bombs exploded in a market in Nairobi, Kenya."
2014-05-21,"A Taiwanese man carried out a stabbing spree on a Taipei Metro train, killing four people and injuring 24 others."
2014-05-22,"Prayut Chan-o-cha (pictured), the commander-in-chief of the Royal Thai Army, launched a coup d'état against the caretaker government following six months of political crisis."
2014-05-24,"A gunman involved in Islamic extremism opened fire at the Jewish Museum of Belgium in Brussels, killing four people."
2014-06-14,"War in Donbas: An Ilyushin Il-76 transport aircraft of the Ukrainian Air Force was shot down by forces of the self-proclaimed Luhansk People's Republic, killing all 49 people on board."
2014-06-23,"Under the terms of UN Security Council Resolution 2118, the last of Syria's declared chemical weapons were shipped out for destruction."
2014-07-08,"German citizen Lars Mittank disappeared from Varna Airport, Bulgaria; his last known movements were widely watched on YouTube."
2014-07-17,"Malaysia Airlines Flight 17 was shot down over eastern Ukraine, killing all 298 people on board."
2014-07-18,"The conviction of former Italian prime minister Silvio Berlusconi, who had been found guilty of paying for an underage prostitute, was overturned on appeal."
2014-07-19,"Gunmen ambushed an Egyptian military checkpoint in the Libyan Desert near Farafra, killing 22 soldiers."
2014-07-24,"Air Algérie Flight 5017 disappeared from radar shortly after take-off from Ouagadougou, Burkina Faso; its wreckage was found the following day in Mali with no survivors."
2014-07-30,"More than 150 people died after heavy rains triggered a landslide in the village of Malin in Maharashtra, India."
2014-08-04,"Julieka Ivanna Dhu, an Aboriginal Australian woman, died in police custody after her deteriorating condition was mocked and ignored."
2014-08-08,"The World Health Organization declared the Western African Ebola epidemic, which began in December 2013, to be a public health emergency of international concern."
2014-08-09,"Michael Brown, an 18-year-old African-American man, was killed by a white police officer in Ferguson, Missouri, resulting in widespread protests and unrest."
2014-09-22,The NASA spacecraft MAVEN entered into orbit around Mars to study the planet's atmosphere.
2014-09-26,"Forty-three students of the Ayotzinapa Rural Teachers' College in Iguala, Mexico, were kidnapped and probably later killed."
2014-09-27,"Mount Ontake in central Japan unexpectedly erupted, killing 63 people in the nation's deadliest eruption in more than 100 years."
2014-10-22,"In Ottawa, Canada, the downtown core was placed on lockdown after a series of shootings at Parliament Hill."
2014-11-12,"The European Space Agency lander Philae (artist's impression shown) touched down on 67P/Churyumov–Gerasimenko, becoming the first spacecraft to land on a comet."
2014-11-18,"Two Palestinian men attacked the praying congregants of a synagogue in Jerusalem with axes, knives, and a gun, resulting in eight deaths, including the attackers themselves."
2014-12-16,"A hostage crisis in a Lindt chocolate café in Sydney, Australia, ended with police storming the building, killing the perpetrator and one of the hostages."
2014-12-28,The passenger ferry Norman Atlantic (pictured) caught fire in the Adriatic Sea.
2015-01-09,"Contaminated beer served at a funeral in Tete Province, Mozambique, killed 75 people and made at least 230 others ill."
2015-02-04,"Shortly after takeoff from Taipei Songshan Airport, the crew of TransAsia Airways Flight 235 shut down the wrong engine in response to a flameout, leading to a crash that resulted in 43 deaths."
2015-02-11,"Turkish student Özgecan Aslan was murdered during a rape attempt, sparking mass demonstrations across the country after her body was discovered two days later."
2015-02-24,"At a restaurant in Uherský Brod, Czech Republic, a gunman opened fire in a restaurant, killing eight people before committing suicide."
2015-02-27,"Russian statesman and politician Boris Nemtsov, an outspoken critic of Vladimir Putin, was assassinated in central Moscow."
2015-03-24,"The co-pilot of Germanwings Flight 9525 deliberately crashed the aircraft in a mass murder–suicide in the French Alps, killing all 150 people on board."
2015-03-27,"Himeji Castle (pictured), the largest and most visited Japanese castle, re-opened after five years of restoration work."
2015-03-28,"A siege of a hotel in Mogadishu by al-Shabaab militants, which began the previous day and killed at least 20 people, ended with the Somali Armed Forces recapturing the premises."
2015-04-02,"Gunmen attacked Garissa University College in Kenya, killing 148 people and wounding 79 others."
2015-04-02,"Six elderly men burgled a safe-deposit facility in Hatton Garden, London, and stole items worth up to an estimated £14 million."
2015-04-25,"Nepal was struck by a magnitude-7.8 earthquake, killing more than 8,000 people."
2015-04-29,The ringleaders of the Bali Nine were executed in Indonesia for attempting to smuggle 8.3 kg (18 lb) of heroin to Australia in 2005.
2015-05-04,The Parliament of Malta moved from the Grandmaster's Palace to the purpose-built Parliament House (pictured).
2015-05-19,"A corroded pipeline near Refugio State Beach, California, spilled 142,800 gallons (3,400 barrels) of crude oil onto the Gaviota Coast."
2015-05-21,Islamic State militants entered the ancient city of Palmyra.
2015-06-01,"The river cruise ship Dongfang zhi Xing capsized in the Yangtze, resulting in 442 deaths in China's worst peacetime maritime disaster."
2015-06-17,"A white supremacist committed a mass shooting at the Emanuel African Methodist Episcopal Church in Charleston, South Carolina, killing nine people during a prayer service."
2015-06-26,The U.S. Supreme Court ruled in Obergefell v. Hodges that the right of same-sex couples to marry is guaranteed by the Fourteenth Amendment.
2015-06-27,"Ignition of corn starch caused a dust fire at a water park in New Taipei City, Taiwan, killing 12 people and injuring more than 400 others."
2015-06-30,"An Indonesian Air Force military transport aircraft crashed near a residential neighborhood in Medan, killing 139 people."
2015-07-20,"A suicide attack in Suruç, Turkey, for which Islamic State of Iraq and the Levant (ISIL) claimed responsibility, killed 34 people and injured 104 others."
2015-08-05,"Environmental Protection Agency personnel accidentally caused a spillage of 3 million gallons (11 ML) of mine waste water and tailings trapped inside the Gold King Mine near Silverton, Colorado, U.S."
2015-08-16,Suicide bombers assassinated Pakistani politician Shuja Khanzada and killed at least 21 others at his home in Attock District.
2015-08-21,Passengers on a Thalys train from Amsterdam to Paris confronted and subdued an attacker who attempted a mass shooting.
2015-08-22,"A former military aircraft crashed at an airshow at Shoreham Airport in southern England, killing eleven people."
2015-08-26,"Two American journalists were murdered on live television while conducting an interview in Moneta, Virginia."
2015-09-09,Elizabeth II becomes the longest reigning monarch of the United Kingdom.
2015-09-12,"An explosion involving illegally stored mining detonators in Petlawad, India, killed 104 people and injured more than 150 others."
2015-09-14,"Physicists of the LIGO and Virgo projects first observed gravitational waves, the existence of which was predicted by Henri Poincaré in 1905."
2015-10-22,"A sword-wielding man attacked students and teachers at a high school in Trollhättan, killing three people in Sweden's deadliest school attack."
2015-10-23,"Hurricane Patricia, the most intense tropical cyclone on record in the Western Hemisphere, peaked with maximum sustained winds of 215 mph (345 km/h) south of Mexico."
2015-10-24,"Lam Wing-kee (pictured), the owner of Causeway Bay Books in Hong Kong, known for publishing political books banned in mainland China, was abducted by Chinese authorities."
2015-11-13,Coordinated terrorist attacks in Paris perpetrated by the Islamic State killed 130 people and injured 413 others.
2015-11-14,"A train derailed in Eckwersheim, France, while performing trials on the high-speed rail line LGV Est."
2015-11-21,The Belgian government imposed a four-day security lockdown in Brussels based on information about potential terrorist attacks.
2015-11-24,A Russian Sukhoi Su-24 attack aircraft was shot down by a Turkish fighter jet after the former allegedly strayed into Turkish airspace and ignored warnings to change course.
2015-12-02,"In San Bernardino, California, a married couple carried out a mass shooting at a Christmas party before fleeing and dying in a shootout with police."
2015-12-06,"In the Venezuelan parliamentary election, the ruling United Socialist Party lost control of the National Assembly for the first time in 16 years."
2015-12-07,"The JAXA space probe Akatsuki (illustration shown) entered into orbit around Venus to study the planet's atmosphere, five years after its first attempt failed."
2015-12-26,"A violent tornado hits several suburbs of Dallas, killing nine and injuring almost 500 others."
2016-01-02,"Nimr al-Nimr, a prominent Shia cleric in Saudi Arabia, was executed by the Saudi government along with 46 other people."
2016-01-16,"After gunmen took hostages the previous night at a restaurant in Ouagadougou, Burkina Faso, government commandos stormed the premises to bring the situation to an end."
2016-02-09,"Two commuter trains collided head-on at Bad Aibling in southeastern Germany, killing 12 people and injuring 85."
